ITEM©ö©ªE¡Ì	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	¡íoA¢® ¨¡C¢¬A¡Æ¢®	¡íoA¢®¢¯¢®¨ù¡© ¡íi ¢Ò¡×	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
41255	Aa¡¾¢¬¨¬©ö_20	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0
41256	Aa¡¾¢¬¨¬©ö_20	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0
41257	Aa¡¾¢¬¨¬©ö_21	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0
41258	Aa¡¾¢¬¨¬©ö_21	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0
41259	Aa¡¾¢¬¨¬©ö_22	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0
41260	Aa¡¾¢¬¨¬©ö_22	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0
41261	Aa¡¾¢¬¨¬©ö_23	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0
41262	Aa¡¾¢¬¨¬©ö_23	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0
41263	Aa¡¾¢¬¨¬©ö_24	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0
41264	Aa¡¾¢¬¨¬©ö_24	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0
41265	Aa¡¾¢¬¨¬©ö_25	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0
41266	Aa¡¾¢¬¨¬©ö_25	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0
41267	Aa¡¾¢¬¨¬©ö_26	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0
41268	Aa¡¾¢¬¨¬©ö_26	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0
41269	Aa¡¾¢¬¨¬©ö_27	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0
41270	Aa¡¾¢¬¨¬©ö_27	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0
41271	Aa¡¾¢¬¨¬©ö_28	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0
41272	Aa¡¾¢¬¨¬©ö_28	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0
41273	Aa¡¾¢¬¨¬©ö_29	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0
41274	Aa¡¾¢¬¨¬©ö_29	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0
41275	Aa¡¾¢¬¨¬©ö_30	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0
41276	Aa¡¾¢¬¨¬©ö_30	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0
41277	Aa¡¾¢¬¨¬©ö_31	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0
41278	Aa¡¾¢¬¨¬©ö_31	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0
41279	Aa¡¾¢¬¨¬©ö_32	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0
41280	Aa¡¾¢¬¨¬©ö_32	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0
41291	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_ASSASSIN	85	APPLY_RESIST_SHAMAN	85	5	0	0	40031	0	0	0	0	0
41292	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_WARRIOR	85	APPLY_RESIST_ASSASSIN	85	5	0	0	40107	0	0	0	0	0
41293	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_WARRIOR	85	APPLY_RESIST_SHAMAN	85	5	0	0	40108	0	0	0	0	0
41294	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_SURA	85	APPLY_RESIST_SHAMAN	85	5	0	0	40109	0	0	0	0	0
41295	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_ASSASSIN	85	APPLY_RESIST_SHAMAN	85	5	0	0	40106	0	0	0	0	0
41296	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_WARRIOR	85	APPLY_RESIST_ASSASSIN	85	5	0	0	40107	0	0	0	0	0
41297	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_WARRIOR	85	APPLY_RESIST_SHAMAN	85	5	0	0	40108	0	0	0	0	0
41298	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_SKILL_DAMAGE_BONUS	-230	APPLY_RESIST_SURA	85	APPLY_RESIST_SHAMAN	85	5	0	0	40109	0	0	0	0	0
41299	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40106	0	0	0	0	0
41300	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40107	0	0	0	0	0
41301	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40108	0	0	0	0	0
41302	Aa©ø¡ËAICu	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	99999999	LIMIT_NONE	0	"APPLY_SKILL_DAMAGE_BONUS"	-230	"APPLY_RESIST_SHAMAN"	85	"APPLY_RESIST_SURA"	85	0	0	0	40109	0	0	0	0	0
41303	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	99999999	LIMIT_NONE	0	"APPLY_SKILL_DAMAGE_BONUS"	-230	"APPLY_RESIST_SURA"	85	"APPLY_RESIST_ASSASSIN"	85	5	0	0	40106	0	0	0	0	0
41304	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	99999999	LIMIT_NONE	0	"APPLY_SKILL_DAMAGE_BONUS"	-230	"APPLY_RESIST_WARRIOR"	85	"APPLY_RESIST_SURA"	85	5	0	0	40107	0	0	0	0	0
41305	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	99999999	LIMIT_NONE	0	"APPLY_SKILL_DAMAGE_BONUS"	-230	"APPLY_RESIST_SHAMAN"	85	"APPLY_RESIST_ASSASSIN"	85	0	0	0	40063	0	0	0	0	0
41306	©öU¢¥I¡ÆE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	"APPLY_SKILL_DAMAGE_BONUS"	-230	"APPLY_RESIST_SHAMAN"	85	"APPLY_RESIST_SURA"	85	0	0	0	40109	0	0	0	0	0
41307	E©¡¡íc¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41311	1185	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	20	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	0	0	0	40110	0	0	0	0	0
41308	E©¡¡íc¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41312	1185	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	20	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	0	0	0	40111	0	0	0	0	0
41309	E©¡¡íc¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40110	0	0	0	0	0
41310	E©¡¡íc¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40111	0	0	0	0	0
41311	¡ÆEA¨¬¡íc¢¬¡¤AC Au¡íc	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41003	1186	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	30	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	5	0	0	40112	0	0	0	0	0
41312	¡ÆEA¨¬¡íc¢¬¡¤AC Au¡íc	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41004	1186	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	30	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	5	0	0	40113	0	0	0	0	0
41313	¡ÆEA¨¬¡íc¢¬¡¤AC Au¡íc	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40112	0	0	0	0	0
41314	¡ÆEA¨¬¡íc¢¬¡¤AC Au¡íc	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40113	0	0	0	0	0
41315	¨¡AE©÷¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NORMAL_HIT_DAMAGE_BONUS	-1800	APPLY_SKILL_DAMAGE_BONUS	-1800	APPLY_SKILL_DEFEND_BONUS	1800	0	0	0	40114	0	0	0	0	0
41316	¨¡AE©÷¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NORMAL_HIT_DAMAGE_BONUS	-1800	APPLY_SKILL_DAMAGE_BONUS	-1800	APPLY_SKILL_DEFEND_BONUS	1800	0	0	0	40115	0	0	0	0	0
41317	¨¡AE©÷¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40114	0	0	0	0	0
41318	¨¡AE©÷¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_SELL | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40115	0	0	0	0	0
41319	E©¡¡íc¡Æ¨Ï	ITEM_COSTUME	COSTUME_BODY	2	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40111	0	0	0	0	0
41320	E¡Ì©öU¢¬O¢¬¢çAa¨ú¨úAC¡ío	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	"APPLY_RESIST_ASSASSIN"	85	"APPLY_RESIST_SURA"	85	"APPLY_SKILL_DAMAGE_BONUS"	-230	0	0	0	40116	0	0	0	0	0
41321	E¡Ì©öU¢¬O¢¬¢çAa¨ú¨úAC¡ío	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	LIMIT_NONE	0	LIMIT_NONE	0	"APPLY_RESIST_ASSASSIN"	85	"APPLY_RESIST_SURA"	85	"APPLY_SKILL_DAMAGE_BONUS"	-230	0	0	0	40117	0	0	0	0	0
41322	E¡Ì©öU¢¬O¢¬¢çAa¨ú¨úAC¡ío	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40116	0	0	0	0	0
41323	E¡Ì©öU¢¬O¢¬¢çAa¨ú¨úAC¡ío	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40117	0	0	0	0	0
41324	AIA¡ÆAu¡íc¨¬©ö	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41307	1184	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	10	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	5	0	0	40118	0	0	0	0	0
41325	AIA¡ÆAu¡íc¨¬©ö	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | NONE | ANTI_STACK	NONE	NONE	NONE	0	0	41308	1184	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_MAX_HP	5000	APPLY_ATTBONUS_MONSTER	10	APPLY_NORMAL_HIT_DAMAGE_BONUS	10	5	0	0	40119	0	0	0	0	0
41326	AIA¡ÆAu¡íc¨¬©ö	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40118	0	0	0	0	0
41327	AIA¡ÆAu¡íc¨¬©ö	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40119	0	0	0	0	0
41328	??????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40120	0	0	0	0	0		
41329	??????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40121	0	0	0	0	0		
41330	????????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40122	0	0	0	0	0	
41331	????????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40123	0	0	0	0	0	
41332	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40124	0	0	0	0	0			
41333	???	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40125	0	0	0	0	0			
41334	????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40126	0	0	0	0	0		
41335	????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40127	0	0	0	0	0		
41336	???????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40128	0	0	0	0	0		
41337	???????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40129	0	0	0	0	0		
41338	?????	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_BIND	NONE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40130	0	0	0	0	0		
