VNUM	LOCALE_NAME	
1	Yang	
12697	Coif Otel Dragon+7
12698	Coif Otel Dragon+8
12699	Coif Otel Dragon+9
12730	Coif Legendar War+0
12731	Coif Legendar War+1
12732	Coif Legendar War+2
12733	Coif Legendar War+3
12734	Coif Legendar War+4
12735	Coif Legendar War+5
12736	Coif Legendar War+6
12737	Coif Legendar War+7
12738	Coif Legendar War+8
12739	Coif Legendar War+9
12340	Gluga de piele+0
12341	Gluga de piele+1
12342	Gluga de piele+2
12343	Gluga de piele+3
12344	Gluga de piele+4
12345	Gluga de piele+5
12346	Gluga de piele+6
12347	Gluga de piele+7
12348	Gluga de piele+8
12349	Gluga de piele+9
12360	Gluga de zale+0
12361	Gluga de zale+1
12362	Gluga de zale+2
12363	Gluga de zale+3
12364	Gluga de zale+4
12365	Gluga de zale+5
12366	Gluga de zale+6
12367	Gluga de zale+7
12368	Gluga de zale+8
12369	Gluga de zale+9
12380	Gluga de otel+0
12381	Gluga de Otel+1
12382	Gluga de otel+2
12383	Gluga de otel+3
12384	Gluga de otel+4
12385	Gluga de otel+5
12386	Gluga de otel+6
12387	Gluga de otel+7
12388	Gluga de otel+8
12389	Gluga de otel+9
12390	Gluga de Orc +0
12391	Gluga de Orc +1
12392	Gluga de Orc +2
12393	Gluga de Orc +3
12394	Gluga de Orc +4
12395	Gluga de Orc +5
12396	Gluga de Orc +6
12397	Gluga de Orc +7
12398	Gluga de Orc +8
12399	Gluga de Orc +9
12400	Gluga de Paianjen +0
12401	Gluga de Paianjen +1
12402	Gluga de Paianjen +2
12403	Gluga de Paianjen +3
12404	Gluga de Paianjen +4
12405	Gluga de Paianjen +5
12406	Gluga de Paianjen +6
12407	Gluga de Paianjen +7
12408	Gluga de Paianjen +8
12409	Gluga de Paianjen +9
12700	Gluga Dragon+0
12701	Gluga Dragon+1
12702	Gluga Dragon+2
12703	Gluga Dragon+3
12704	Gluga Dragon+4
12705	Gluga Dragon+5
12706	Gluga Dragon+6
12707	Gluga Dragon+7
12708	Gluga Dragon+8
12709	Gluga Dragon+9
12740	Coif Legendar Ninja+0
12741	Coif Legendar Ninja+1
12742	Coif Legendar Ninja+2
12743	Coif Legendar Ninja+3
12744	Coif Legendar Ninja+4
12745	Coif Legendar Ninja+5
12746	Coif Legendar Ninja+6
12747	Coif Legendar Ninja+7
12748	Coif Legendar Ninja+8
12749	Coif Legendar Ninja+9
12480	Coif Insangerat+0
12481	Coif Insangerat+1
12482	Coif Insangerat+2
12483	Coif Insangerat+3
12484	Coif Insangerat+4
12485	Coif Insangerat+5
12486	Coif Insangerat+6
12487	Coif Insangerat+7
12488	Coif Insangerat+8
12489	Coif Insangerat+9
12500	Coif blasfemie+0
12501	Coif blasfemie+1
12502	Coif blasfemie+2
12503	Coif blasfemie+3
12504	Coif blasfemie+4
12505	Coif blasfemie+5
12506	Coif blasfemie+6
12507	Coif blasfemie+7
12508	Coif blasfemie+8
12509	Coif blasfemie+9
12520	Coif cetate+0
12521	Coif Cetate+1
12522	Coif cetate+2
12523	Coif cetate+3
12524	Coif cetate+4
12525	Coif cetate+5
12526	Coif cetate+6
12527	Coif cetate+7
12528	Coif cetate+8
12529	Coif cetate+9
12530	Casca cu Coarne +0
12531	Casca cu Coarne +1
12532	Casca cu Coarne +2
12533	Casca cu Coarne +3
12534	Casca cu Coarne +4
12535	Casca cu Coarne +5
12536	Casca cu Coarne +6
12537	Casca cu Coarne +7
12538	Casca cu Coarne +8
12539	Casca cu Coarne +9
12540	Casca Magica +0
12541	Casca Magica +1
12542	Casca Magica +2
12543	Casca Magica +3
12544	Casca Magica +4
12545	Casca Magica +5
12546	Casca Magica +6
12547	Casca Magica +7
12548	Casca Magica +8
12549	Casca Magica +9
12710	Coif Solzi Dragon+0
12711	Coif Solzi Dragon+1
12712	Coif Solzi Dragon+2
12713	Coif Solzi Dragon+3
12714	Coif Solzi Dragon+4
12715	Coif Solzi Dragon+5
12716	Coif Solzi Dragon+6
12717	Coif Solzi Dragon+7
12718	Coif Solzi Dragon+8
12719	Coif Solzi Dragon+9
12750	Coif Legendar Sura+0
12751	Coif Legendar Sura+1
12752	Coif Legendar Sura+2
12753	Coif Legendar Sura+3
12754	Coif Legendar Sura+4
12755	Coif Legendar Sura+5
12756	Coif Legendar Sura+6
12757	Coif Legendar Sura+7
12758	Coif Legendar Sura+8
12759	Coif Legendar Sura+9
12620	Palarie de calugar+0
12621	Palarie de calugar+1
12622	Palarie de calugar+2
12623	Palarie de calugar+3
12624	Palarie de calugar+4
12625	Palarie de calugar+5
12626	Palarie de calugar+6
12627	Palarie de calugar+7
12628	Palarie de calugar+8
12629	Palarie de calugar+9
12640	Palarie Phoenix+0
12641	Palarie Phoenix+1
12642	Palarie Phoenix+2
12643	Palarie Phoenix+3
12644	Palarie Phoenix+4
12645	Palarie Phoenix+5
12646	Palarie Phoenix+6
12647	Palarie Phoenix+7
12648	Palarie Phoenix+8
12649	Palarie Phoenix+9
12660	Palarie lum. soarelui+0
12661	Palaria lum. soarelui+1
12662	Palarie lum. soarelui+2
12663	Palarie lum. soarelui+3
12664	Palarie lum. soarelui+4
12665	Palarie lum. soarelui+5
12666	Palarie lum. soarelui+6
12667	Palarie lum. soarelui+7
12668	Palarie lum. soarelui+8
12669	Palarie lum. soarelui+9
12670	Palaria Cardinalului +0
12671	Palaria Cardinalului +1
12672	Palaria Cardinalului +2
12673	Palaria Cardinalului +3
12674	Palaria Cardinalului +4
12675	Palaria Cardinalului +5
12676	Palaria Cardinalului +6
12677	Palaria Cardinalului +7
12678	Palaria Cardinalului +8
12679	Palaria Cardinalului +9
12680	Palarie Suflet Ciobit +0
12681	Palarie Suflet Ciobit +1
12682	Palarie Suflet Ciobit +2
12683	Palarie Suflet Ciobit +3
12684	Palarie Suflet Ciobit +4
12685	Palarie Suflet Ciobit +5
12686	Palarie Suflet Ciobit +6
12687	Palarie Suflet Ciobit +7
12688	Palarie Suflet Ciobit +8
12689	Palarie Suflet Ciobit +9
12720	Palarie Dragon +0
12721	Palarie Dragon +1
12722	Palarie Dragon +2
12723	Palarie Dragon +3
12724	Palarie Dragon +4
12725	Palarie Dragon +5
12726	Palarie Dragon +6
12727	Palarie Dragon +7
12728	Palarie Dragon +8
12729	Palarie Dragon +9
12760	Coif Legendar Saman+0
12761	Coif Legendar Saman+1
12762	Coif Legendar Saman+2
12763	Coif Legendar Saman+3
12764	Coif Legendar Saman+4
12765	Coif Legendar Saman+5
12766	Coif Legendar Saman+6
12767	Coif Legendar Saman+7
12768	Coif Legendar Saman+8
12769	Coif Legendar Saman+9
13000	Scut de lupta+0
13001	Scut de lupta+1
13002	Scut de lupta+2
13003	Scut de lupta+3
13004	Scut de lupta+4
13005	Scut de lupta+5
13006	Scut de lupta+6
13007	Scut de lupta+7
13008	Scut de lupta+8
13009	Scut de lupta+9
13020	Scut pentagon+0
13021	Scut pentagon+1
13022	Scut pentagon+2
13023	Scut pentagon+3
13024	Scut pentagon+4
13025	Scut pentagon+5
13026	Scut pentagon+6
13027	Scut pentagon+7
13028	Scut pentagon+8
13029	Scut pentagon+9
13040	Scut rotund negru+0
13041	Scut rotund negru+1
13042	Scut rotund negru+2
13043	Scut rotund negru+3
13044	Scut rotund negru+4
13045	Scut rotund negru+5
13046	Scut rotund negru+6
13047	Scut rotund negru+7
13048	Scut rotund negru+8
13049	Scut rotund negru+9
13060	Scutul vulturului+0
13061	Scutul vulturului+1
13062	Scutul vulturului+2
13063	Scutul vulturului+3
13064	Scutul vulturului+4
13065	Scutul vulturului+5
13066	Scutul vulturului+6
13067	Scutul vulturului+7
13068	Scutul vulturului+8
13069	Scutul vulturului+9
13080	Scutul tigrului+0
13081	Scutul tigrului+1
13082	Scutul tigrului+2
13083	Scutul tigrului+3
13084	Scutul tigrului+4
13085	Scutul tigrului+5
13086	Scutul tigrului+6
13087	Scutul tigrului+7
13088	Scutul tigrului+8
13089	Scutul tigrului+9
13100	Scutul leului+0
13101	Scutul leului+1
13102	Scutul leului+2
13103	Scutul leului+3
13104	Scutul leului+4
13105	Scutul leului+5
13106	Scutul leului+6
13107	Scutul leului+7
13108	Scutul leului+8
13109	Scutul leului+9
13120	Scut solzii Dragonului+0
13121	Scut solzii Dragonului+1
13122	Scut solzii Dragonului+2
13123	Scut solzii Dragonului+3
13124	Scut solzii Dragonului+4
13125	Scut solzii Dragonului+5
13126	Scut solzii Dragonului+6
13127	Scut solzii Dragonului+7
13128	Scut solzii Dragonului+8
13129	Scut solzii Dragonului+9
13140	Scut Titan+0
13141	Scut Titan+1
13142	Scut Titan+2
13143	Scut Titan+3
13144	Scut Titan+4
13145	Scut Titan+5
13146	Scut Titan+6
13147	Scut Titan+7
13148	Scut Titan+8
13149	Scut Titan+9
13160	Scut Cei-3-Imparati+0
13161	Scut Cei-3-Imparati+1
13162	Scut Cei-3-Imparati+2
13163	Scut Cei-3-Imparati+3
13164	Scut Cei-3-Imparati+4
13165	Scut Cei-3-Imparati+5
13166	Scut Cei-3-Imparati+6
13167	Scut Cei-3-Imparati+7
13168	Scut Cei-3-Imparati+8
13169	Scut Cei-3-Imparati+9
13180	Scutul Salbaticilor+0
13181	Scutul Salbaticilor+1
13182	Scutul Salbaticilor+2
13183	Scutul Salbaticilor+3
13184	Scutul Salbaticilor+4
13185	Scutul Salbaticilor+5
13186	Scutul Salbaticilor+6
13187	Scutul Salbaticilor+7
13188	Scutul Salbaticilor+8
13189	Scutul Salbaticilor+9
13190	Scut Divin+0
13191	Scut Divin+1
13192	Scut Divin+2
13193	Scut Divin+3
13194	Scut Divin+4
13195	Scut Divin+5
13196	Scut Divin+6
13197	Scut Divin+7
13198	Scut Divin+8
13199	Scut Divin+9
13200	Scut Demon+0
13201	Scut Demon+1
13202	Scut Demon+2
13203	Scut Demon+3
13204	Scut Demon+4
13205	Scut Demon+5
13206	Scut Demon+6
13207	Scut Demon+7
13208	Scut Demon+8
13209	Scut Demon+9
13210	Scut Diavol+0
13211	Scut Diavol+1
13212	Scut Diavol+2
13213	Scut Diavol+3
13214	Scut Diavol+4
13215	Scut Diavol+5
13216	Scut Diavol+6
13217	Scut Diavol+7
13218	Scut Diavol+8
13219	Scut Diavol+9
13220	Scut Legendar+0
13221	Scut Legendar+1
13222	Scut Legendar+2
13223	Scut Legendar+3
13224	Scut Legendar+4
13225	Scut Legendar+5
13226	Scut Legendar+6
13227	Scut Legendar+7
13228	Scut Legendar+8
13229	Scut Legendar+9
14000	Bratara de lemn+0
14001	Bratara de lemn+1
14002	Bratara de lemn+2
14003	Bratara de lemn+3
14004	Bratara de lemn+4
14005	Bratara de lemn+5
14006	Bratara de lemn+6
14007	Bratara de lemn+7
14008	Bratara de lemn+8
14009	Bratara de lemn+9
14010	Bratara Vrajita+0
14011	Bratara Vrajita+1
14012	Bratara Vrajita+2
14013	Bratara Vrajita+3
14014	Bratara Vrajita+4
14015	Bratara Vrajita+5
14016	Bratara Vrajita+6
14017	Bratara Vrajita+7
14018	Bratara Vrajita+8
14019	Bratara Vrajita+9
14020	Bratara de cupru+0
14021	Bratara de cupru+1
14022	Bratara de cupru+2
14023	Bratara de cupru+3
14024	Bratara de cupru+4
14025	Bratara de cupru+5
14026	Bratara de cupru+6
14027	Bratara de cupru+7
14028	Bratara de cupru+8
14029	Bratara de cupru+9
14030	Bratara Magica+0
14031	Bratara Magica+1
14032	Bratara Magica+2
14033	Bratara Magica+3
14034	Bratara Magica+4
14035	Bratara Magica+5
14036	Bratara Magica+6
14037	Bratara Magica+7
14038	Bratara Magica+8
14039	Bratara Magica+9
14040	Bratara de argint+0
14041	Bratara de argint+1
14042	Bratara de argint+2
14043	Bratara de argint+3
14044	Bratara de argint+4
14045	Bratara de argint+5
14046	Bratara de argint+6
14047	Bratara de argint+7
14048	Bratara de argint+8
14049	Bratara de argint+9
14060	Bratara de aur+0
14061	Bratara de aur+1
14062	Bratara de aur+2
14063	Bratara de aur+3
14064	Bratara de aur+4
14065	Bratara de aur+5
14066	Bratara de aur+6
14067	Bratara de aur+7
14068	Bratara de aur+8
14069	Bratara de aur+9
14080	Bratara de jade+0
14081	Bratara de jade+1
14082	Bratara de jade+2
14083	Bratara de jade+3
14084	Bratara de jade+4
14085	Bratara de jade+5
14086	Bratara de jade+6
14087	Bratara de jade+7
14088	Bratara de jade+8
14089	Bratara de jade+9
14100	Bratara de abanos+0
14101	Bratara de abanos+1
14102	Bratara de abanos+2
14103	Bratara de abanos+3
14104	Bratara de abanos+4
14105	Bratara de abanos+5
14106	Bratara de abanos+6
14107	Bratara de abanos+7
14108	Bratara de abanos+8
14109	Bratara de abanos+9
14120	Bratara de perle+0
14121	Bratara de perle+1
14122	Bratara de perle+2
14123	Bratara de perle+3
14124	Bratara de perle+4
14125	Bratara de perle+5
14126	Bratara de perle+6
14127	Bratara de perle+7
14128	Bratara de perle+8
14129	Bratara de perle+9
14140	Bratara de aur alb+0
14141	Bratara de aur alb+1
14142	Bratara de aur alb+2
14143	Bratara de aur alb+3
14144	Bratara de aur alb+4
14145	Bratara de aur alb+5
14146	Bratara de aur alb+6
14147	Bratara de aur alb+7
14148	Bratara de aur alb+8
14149	Bratara de aur alb+9
14160	Bratara de cristal+0
14161	Bratara de cristal+1
14162	Bratara de cristal+2
14163	Bratara de cristal+3
14164	Bratara de cristal+4
14165	Bratara de cristal+5
14166	Bratara de cristal+6
14167	Bratara de cristal+7
14168	Bratara de cristal+8
14169	Bratara de cristal+9
14180	Bratara de ametist+0
14181	Bratara de ametist+1
14182	Bratara de ametist+2
14183	Bratara de ametist+3
14184	Bratara de ametist+4
14185	Bratara de ametist+5
14186	Bratara de ametist+6
14187	Bratara de ametist+7
14188	Bratara de ametist+8
14189	Bratara de ametist+9
14200	Bratara lacrima cer+0
14201	Bratara lacrima cer+1
14202	Bratara lacrima cer+2
14203	Bratara lacrima cer+3
14204	Bratara lacrima cer+4
14205	Bratara lacrima cer+5
14206	Bratara lacrima cer+6
14207	Bratara lacrima cer+7
14208	Bratara lacrima cer+8
14209	Bratara lacrima cer+9
14210	Bratara Tigru+0
14211	Bratara Tigru+1
14212	Bratara Tigru+2
14213	Bratara Tigru+3
14214	Bratara Tigru+4
14215	Bratara Tigru+5
14216	Bratara Tigru+6
14217	Bratara Tigru+7
14218	Bratara Tigru+8
14219	Bratara Tigru+9
14220	Bratara Suflet Cristal+0
14221	Bratara Suflet Cristal+1
14222	Bratara Suflet Cristal+2
14223	Bratara Suflet Cristal+3
14224	Bratara Suflet Cristal+4
14225	Bratara Suflet Cristal+5
14226	Bratara Suflet Cristal+6
14227	Bratara Suflet Cristal+7
14228	Bratara Suflet Cristal+8
14229	Bratara Suflet Cristal+9
14230	Bratara Dragon+0
14231	Bratara Dragon+1
14232	Bratara Dragon+2
14233	Bratara Dragon+3
14234	Bratara Dragon+4
14235	Bratara Dragon+5
14236	Bratara Dragon+6
14237	Bratara Dragon+7
14238	Bratara Dragon+8
14239	Bratara Dragon+9
14500	Bratara Rubin +0
14501	Bratara Rubin +1
14502	Bratara Rubin +2
14503	Bratara Rubin +3
14504	Bratara Rubin +4
14505	Bratara Rubin +5
14506	Bratara Rubin +6
14507	Bratara Rubin +7
14508	Bratara Rubin +8
14509	Bratara Rubin +9
14520	Bratara Granat +0
14521	Bratara Granat +1
14522	Bratara Granat +2
14523	Bratara Granat +3
14524	Bratara Granat +4
14525	Bratara Granat +5
14526	Bratara Granat +6
14527	Bratara Granat +7
14528	Bratara Granat +8
14529	Bratara Granat +9
14540	Bratara Smarald +0
14541	Bratara Smarald +1
14542	Bratara Smarald +2
14543	Bratara Smarald +3
14544	Bratara Smarald +4
14545	Bratara Smarald +5
14546	Bratara Smarald +6
14547	Bratara Smarald +7
14548	Bratara Smarald +8
14549	Bratara Smarald +9
14560	Bratara Safir +0
14561	Bratara Safir +1
14562	Bratara Safir +2
14563	Bratara Safir +3
14564	Bratara Safir +4
14565	Bratara Safir +5
14566	Bratara Safir +6
14567	Bratara Safir +7
14568	Bratara Safir +8
14569	Bratara Safir +9
14570	Bratara Turmalina +0
14571	Bratara Turmalina +1
14572	Bratara Turmalina +2
14573	Bratara Turmalina +3
14574	Bratara Turmalina +4
14575	Bratara Turmalina +5
14576	Bratara Turmalina +6
14577	Bratara Turmalina +7
14578	Bratara Turmalina +8
14579	Bratara Turmalina +9
14240	Bratara Magica Gheata +0
14241	Bratara Magica Gheata +1
14242	Bratara Magica Gheata +2
14243	Bratara Magica Gheata +3
14244	Bratara Magica Gheata +4
14245	Bratara Magica Gheata +5
14246	Bratara Magica Gheata +6
14247	Bratara Magica Gheata +7
14248	Bratara Magica Gheata +8
14249	Bratara Magica Gheata +9
14260	Bratara Magica Foc +0
14261	Bratara Magica Foc +1
14262	Bratara Magica Foc +2
14263	Bratara Magica Foc +3
14264	Bratara Magica Foc +4
14265	Bratara Magica Foc +5
14266	Bratara Magica Foc +6
14267	Bratara Magica Foc +7
14268	Bratara Magica Foc +8
14269	Bratara Magica Foc +9
14280	Bratara Magica Suflet +0
14281	Bratara Magica Suflet +1
14282	Bratara Magica Suflet +2
14283	Bratara Magica Suflet +3
14284	Bratara Magica Suflet +4
14285	Bratara Magica Suflet +5
14286	Bratara Magica Suflet +6
14287	Bratara Magica Suflet +7
14288	Bratara Magica Suflet +8
14289	Bratara Magica Suflet +9
15000	Pantofi de Piele+0
15001	Pantofi de Piele+1
15002	Pantofi de Piele+2
15003	Pantofi de Piele+3
15004	Pantofi de Piele+4
15005	Pantofi de Piele+5
15006	Pantofi de Piele+6
15007	Pantofi de Piele+7
15008	Pantofi de Piele+8
15009	Pantofi de Piele+9
15010	Pantofi Magici+0
15011	Pantofi Magici+1
15012	Pantofi Magici+2
15013	Pantofi Magici+3
15014	Pantofi Magici+4
15015	Pantofi Magici+5
15016	Pantofi Magici+6
15017	Pantofi Magici+7
15018	Pantofi Magici+8
15019	Pantofi Magici+9
15020	Pantofi de Bambus+0
15021	Pantofi de Bambus+1
15022	Pantofi de Bambus+2
15023	Pantofi de Bambus+3
15024	Pantofi de Bambus+4
15025	Pantofi de Bambus+5
15026	Pantofi de Bambus+6
15027	Pantofi de Bambus+7
15028	Pantofi de Bambus+8
15029	Pantofi de Bambus+9
15040	Pantofi de Lemn+0
15041	Pantofi de Lemn+1
15042	Pantofi de Lemn+2
15043	Pantofi de Lemn+3
15044	Pantofi de Lemn+4
15045	Pantofi de Lemn+5
15046	Pantofi de Lemn+6
15047	Pantofi de Lemn+7
15048	Pantofi de Lemn+8
15049	Pantofi de Lemn+9
15060	Pantofi Ornati cu Aur+0
15061	Pantofi Ornati cu Aur+1
15062	Pantofi Ornati cu Aur+2
15063	Pantofi Ornati cu Aur+3
15064	Pantofi Ornati cu Aur+4
15065	Pantofi Ornati cu Aur+5
15066	Pantofi Ornati cu Aur+6
15067	Pantofi Ornati cu Aur+7
15068	Pantofi Ornati cu Aur+8
15069	Pantofi Ornati cu Aur+9
15080	Cizme de piele+0
15081	Cizme de piele+1
15082	Cizme de piele+2
15083	Cizme de piele+3
15084	Cizme de piele+4
15085	Cizme de piele+5
15086	Cizme de piele+6
15087	Cizme de piele+7
15088	Cizme de piele+8
15089	Cizme de piele+9
15100	Pantofi de Aur+0
15101	Pantofi de Aur+1
15102	Pantofi de Aur+2
15103	Pantofi de Aur+3
15104	Pantofi de Aur+4
15105	Pantofi de Aur+5
15106	Pantofi de Aur+6
15107	Pantofi de Aur+7
15108	Pantofi de Aur+8
15109	Pantofi de Aur+9
15120	Pantofi de Bronz+0
15121	Pantofi de Bronz+1
15122	Pantofi de Bronz+2
15123	Pantofi de Bronz+3
15124	Pantofi de Bronz+4
15125	Pantofi de Bronz+5
15126	Pantofi de Bronz+6
15127	Pantofi de Bronz+7
15128	Pantofi de Bronz+8
15129	Pantofi de Bronz+9
15140	Pantofi de Jade+0
15141	Pantofi de Jade+1
15142	Pantofi de Jade+2
15143	Pantofi de Jade+3
15144	Pantofi de Jade+4
15145	Pantofi de Jade+5
15146	Pantofi de Jade+6
15147	Pantofi de Jade+7
15148	Pantofi de Jade+8
15149	Pantofi de Jade+9
15160	Pantofi Extaz+0
15161	Pantofi Extaz+1
15162	Pantofi Extaz+2
15163	Pantofi Extaz+3
15164	Pantofi Extaz+4
15165	Pantofi Extaz+5
15166	Pantofi Extaz+6
15167	Pantofi Extaz+7
15168	Pantofi Extaz+8
15169	Pantofi Extaz+9
15180	Cizme Nimbus+0
15181	Cizme Nimbus+1
15182	Cizme Nimbus+2
15183	Cizme Nimbus+3
15184	Cizme Nimbus+4
15185	Cizme Nimbus+5
15186	Cizme Nimbus+6
15187	Cizme Nimbus+7
15188	Cizme Nimbus+8
15189	Cizme Nimbus+9
15200	Pantofi Phoenix+0
15201	Pantofi Phoenix+1
15202	Pantofi Phoenix+2
15203	Pantofi Phoenix+3
15204	Pantofi Phoenix+4
15205	Pantofi Phoenix+5
15206	Pantofi Phoenix+6
15207	Pantofi Phoenix+7
15208	Pantofi Phoenix+8
15209	Pantofi Phoenix+9
15220	Pantofi Pasarea Foc+0
15221	Pantofi Pasarea Foc+1
15222	Pantofi Pasarea Foc+2
15223	Pantofi Pasarea Foc+3
15224	Pantofi Pasarea Foc+4
15225	Pantofi Pasarea Foc+5
15226	Pantofi Pasarea Foc+6
15227	Pantofi Pasarea Foc+7
15228	Pantofi Pasarea Foc+8
15229	Pantofi Pasarea Foc+9
15240	Pantofi Piele Dragon+0
15241	Pantofi Piele Dragon+1
15242	Pantofi Piele Dragon+2
15243	Pantofi Piele Dragon+3
15244	Pantofi Piele Dragon+4
15245	Pantofi Piele Dragon+5
15246	Pantofi Piele Dragon+6
15247	Pantofi Piele Dragon+7
15248	Pantofi Piele Dragon+8
15249	Pantofi Piele Dragon+9
15370	Pantofi Euforici +0
15371	Pantofi Euforici +1
15372	Pantofi Euforici +2
15373	Pantofi Euforici +3
15374	Pantofi Euforici +4
15375	Pantofi Euforici +5
15376	Pantofi Euforici +6
15377	Pantofi Euforici +7
15378	Pantofi Euforici +8
15379	Pantofi Euforici +9
15390	Ciymele Gloriei +0
15391	Cizmele Gloriei +1
15392	Cizmele Gloriei +2
15393	Cizmele Gloriei +3
15394	Cizmele Gloriei +4
15395	Cizmele Gloriei +5
15396	Cizmele Gloriei +6
15397	Cizmele Gloriei +7
15398	Cizmele Gloriei +8
15399	Cizmele Gloriei +9
15410	Pantofi Qilin +0
15411	Pantofi Qilin +1
15412	Pantofi Qilin +2
15413	Pantofi Qilin +3
15414	Pantofi Qilin +4
15415	Pantofi Qilin +5
15416	Pantofi Qilin +6
15417	Pantofi Qilin +7
15418	Pantofi Qilin +8
15419	Pantofi Qilin +9
15430	Pantofi Regele pescar +0
15431	Pantofi Regele pescar +1
15432	Pantofi Regele pescar +2
15433	Pantofi Regele pescar +3
15434	Pantofi Regele pescar +4
15435	Pantofi Regele pescar +5
15436	Pantofi Regele pescar +6
15437	Pantofi Regele pescar +7
15438	Pantofi Regele pescar +8
15439	Pantofi Regele pescar +9
15440	Cizme de foc +0
15441	Cizme de foc +1
15442	Cizme de foc +2
15443	Cizme de foc +3
15444	Cizme de foc +4
15445	Cizme de foc +5
15446	Cizme de foc +6
15447	Cizme de foc +7
15448	Cizme de foc +8
15449	Cizme de foc +9
15450	Cizme de gheata +0
15451	Cizme de gheata +1
15452	Cizme de gheata +2
15453	Cizme de gheata +3
15454	Cizme de gheata +4
15455	Cizme de gheata +5
15456	Cizme de gheata +6
15457	Cizme de gheata +7
15458	Cizme de gheata +8
15459	Cizme de gheata +9
16000	Colier de lemn+0
16001	Colier de lemn+1
16002	Colier de lemn+2
16003	Colier de lemn+3
16004	Colier de lemn+4
16005	Colier de lemn+5
16006	Colier de lemn+6
16007	Colier de lemn+7
16008	Colier de lemn+8
16009	Colier de lemn+9
16010	Colier Magic+0
16011	Colier Magic+1
16012	Colier Magic+2
16013	Colier Magic+3
16014	Colier Magic+4
16015	Colier Magic+5
16016	Colier Magic+6
16017	Colier Magic+7
16018	Colier Magic+8
16019	Colier Magic+9
16020	Colier de cupru+0
16021	Colier de cupru+1
16022	Colier de cupru+2
16023	Colier de cupru+3
16024	Colier de cupru+4
16025	Colier de cupru+5
16026	Colier de cupru+6
16027	Colier de cupru+7
16028	Colier de cupru+8
16029	Colier de cupru+9
16040	Colier de argint+0
16041	Colier de argint+1
16042	Colier de argint+2
16043	Colier de argint+3
16044	Colier de argint+4
16045	Colier de argint+5
16046	Colier de argint+6
16047	Colier de argint+7
16048	Colier de argint+8
16049	Colier de argint+9
16060	Colier de aur+0
16061	Colier de aur+1
16062	Colier de aur+2
16063	Colier de aur+3
16064	Colier de aur+4
16065	Colier de aur+5
16066	Colier de aur+6
16067	Colier de aur+7
16068	Colier de aur+8
16069	Colier de aur+9
16080	Colier de jade+0
16081	Colier de jade+1
16082	Colier de jade+2
16083	Colier de jade+3
16084	Colier de jade+4
16085	Colier de jade+5
16086	Colier de jade+6
16087	Colier de jade+7
16088	Colier de jade+8
16089	Colier de jade+9
16100	Colier de abanos+0
16101	Colier de abanos+1
16102	Colier de abanos+2
16103	Colier de abanos+3
16104	Colier de abanos+4
16105	Colier de abanos+5
16106	Colier de abanos+6
16107	Colier de abanos+7
16108	Colier de abanos+8
16109	Colier de abanos+9
16120	Colier de perle+0
16121	Colier de perle+1
16122	Colier de perle+2
16123	Colier de perle+3
16124	Colier de perle+4
16125	Colier de perle+5
16126	Colier de perle+6
16127	Colier de perle+7
16128	Colier de perle+8
16129	Colier de perle+9
16140	Colier de aur alb+0
16141	Colier de aur alb+1
16142	Colier de aur alb+2
16143	Colier de aur alb+3
16144	Colier de aur alb+4
16145	Colier de aur alb+5
16146	Colier de aur alb+6
16147	Colier de aur alb+7
16148	Colier de aur alb+8
16149	Colier de aur alb+9
16160	Colier de cristal+0
16161	Colier de cristal+1
16162	Colier de cristal+2
16163	Colier de cristal+3
16164	Colier de cristal+4
16165	Colier de cristal+5
16166	Colier de cristal+6
16167	Colier de cristal+7
16168	Colier de cristal+8
16169	Colier de cristal+9
16180	Colier de ametist+0
16181	Colier de ametist+1
16182	Colier de ametist+2
16183	Colier de ametist+3
16184	Colier de ametist+4
16185	Colier de ametist+5
16186	Colier de ametist+6
16187	Colier de ametist+7
16188	Colier de ametist+8
16189	Colier de ametist+9
16200	Colier lacrima cerului+0
16201	Colier lacrima cerului+1
16202	Colier lacrima cerului+2
16203	Colier lacrima cerului+3
16204	Colier lacrima cerului+4
16205	Colier lacrima cerului+5
16206	Colier lacrima cerului+6
16207	Colier lacrima cerului+7
16208	Colier lacrima cerului+8
16209	Colier lacrima cerului+9
16210	Colier Tigru+0
16211	Colier Tigru+1
16212	Colier Tigru+2
16213	Colier Tigru+3
16214	Colier Tigru+4
16215	Colier Tigru+5
16216	Colier Tigru+6
16217	Colier Tigru+7
16218	Colier Tigru+8
16219	Colier Tigru+9
16220	Colier Suflet Cristal+0
16221	Colier Suflet Cristal+1
16222	Colier Suflet Cristal+2
16223	Colier Suflet Cristal+3
16224	Colier Suflet Cristal+4
16225	Colier Suflet Cristal+5
16226	Colier Suflet Cristal+6
16227	Colier Suflet Cristal+7
16228	Colier Suflet Cristal+8
16229	Colier Suflet Cristal+9
16230	Colier Dragon+0
16231	Colier Dragon+1
16232	Colier Dragon+2
16233	Colier Dragon+3
16234	Colier Dragon+4
16235	Colier Dragon+5
16236	Colier Dragon+6
16237	Colier Dragon+7
16238	Colier Dragon+8
16239	Colier Dragon+9
16500	Colier Rubin +0
16501	Colier Rubin +1
16502	Colier Rubin +2
16503	Colier Rubin +3
16504	Colier Rubin +4
16505	Colier Rubin +5
16506	Colier Rubin +6
16507	Colier Rubin +7
16508	Colier Rubin +8
16509	Colier Rubin +9
16520	Colier Granat +0
16521	Colier Granat +1
